Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
9/30/2016,61639,10025,NY,New York,New York,New York,0,1004200,-0.009567018,-0.040328746,-0.087837224,0.064578056,0.029179177,2016-03,2016-Q1,1103200,-0.089738941,2015-06
9/30/2016,84654,60657,IL,Chicago,Cook,Chicago,1,318300,0.007916403,0.023143684,0.029097963,0.037020028,9.42996E-05,2007-09,2007-Q3,324300,-0.018501388,2006-12
9/30/2016,61637,10023,NY,New York,New York,New York,2,1032800,0.008396798,0.00662768,-0.085127115,0.034284947,0.017313224,2015-09,2015-Q3,1128900,-0.085127115,2015-06
9/30/2016,84616,60614,IL,Chicago,Cook,Chicago,3,385200,0.007322176,0.015019763,0.040237645,0.03361932,0.000286015,2007-09,2007-Q3,398100,-0.032403919,2006-11
9/30/2016,93144,79936,TX,El Paso,El Paso,El Paso,4,113600,0.002647838,0.017921147,0.02250225,0.002483181,-0.003623894,2007-12,2007-Q4,131000,-0.132824427,2006-08
9/30/2016,84640,60640,IL,Chicago,Cook,Chicago,5,200400,0.006024096,0.025063939,0.025588536,0.033207696,-0.015381059,2007-02,2007-Q1,237600,-0.156565657,2003-04
9/30/2016,91733,77084,TX,Houston,Harris,Houston,6,157600,0.001270648,0.020725389,0.091412742,0.077519889,0.023118335,2016-09,2016-Q3,157600,0,2016-09
9/30/2016,97564,94109,CA,San Francisco,San Francisco,San Francisco,7,1069900,-0.008525623,-0.023011597,-0.042337988,0.104635961,0.030091397,2016-02,2016-Q1,1118000,-0.043023256,2015-06
9/30/2016,90668,75070,TX,Dallas-Fort Worth,Collin,McKinney,8,298900,0.007414897,0.025737817,0.101326455,0.095195667,0.041362325,2016-09,2016-Q3,298900,0,2016-09
9/30/2016,62037,11226,NY,New York,Kings,New York,9,564700,-0.002649241,-0.021656272,0.047486552,0.092220888,0.032104549,2016-06,2016-Q2,577200,-0.021656272,2016-05
9/30/2016,91940,77449,TX,Houston,Harris,Cypress,10,160600,0.007528231,0.029487179,0.088813559,0.085419619,0.020347445,2016-09,2016-Q3,160600,0,2016-09
9/30/2016,71831,32162,FL,The Villages,Sumter,The Villages,11,245000,0,-0.000407997,0.003276003,0.047355131,-0.001296825,2007-01,2007-Q1,253700,-0.034292471,2006-09
9/30/2016,84646,60647,IL,Chicago,Cook,Chicago,12,308300,0.013477975,0.039797639,0.067890544,0.057695867,-0.000356097,2006-08,2006-Q3,310000,-0.005483871,2006-04
9/30/2016,74242,37211,TN,Nashville,Davidson,Nashville,13,204500,0.010874938,0.037018256,0.154063205,0.089199659,0.036637545,2016-09,2016-Q3,204500,0,2016-09
9/30/2016,96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,14,528700,0.001895016,0.005898021,0.047553002,0.08568605,-0.002186451,2006-11,2006-Q4,541400,-0.023457702,2005-12
9/30/2016,74101,37013,TN,Nashville,Davidson,Nashville,15,170200,0.008293839,0.029020556,0.122691293,0.066767484,0.015663862,2016-09,2016-Q3,170200,0,2016-09
9/30/2016,84620,60618,IL,Chicago,Cook,Chicago,16,337300,0.003869048,0.015963855,0.064373619,0.057868264,-0.003689219,2006-11,2006-Q4,351100,-0.039305041,2006-02
9/30/2016,61703,10128,NY,New York,New York,New York,17,1050900,0.005261144,0.024069382,0.100418848,0.046018061,,2016-04,2016-Q2,1062500,-0.010917647,2016-03
9/30/2016,61625,10011,NY,New York,New York,New York,18,1389500,0.004627287,-0.034801334,-0.087296374,0.116353768,0.050881998,2015-12,2015-Q4,1601400,-0.132321718,2015-07
9/30/2016,69816,28269,NC,Charlotte,Mecklenburg,Charlotte,19,168700,0.008971292,0.024286582,0.070431472,0.044959079,0.008570745,2016-09,2016-Q3,168700,0,2016-09
9/30/2016,71067,30349,GA,Atlanta,Clayton,Riverdale,20,106300,0.014312977,0.036062378,0.139335477,0.116751047,-0.027716175,2006-04,2006-Q2,142100,-0.251935257,2000-07
9/30/2016,93123,79912,TX,El Paso,El Paso,El Paso,21,168600,0.000593472,0.00297442,0.01139772,0.002992274,-0.004625095,2007-12,2007-Q4,189600,-0.110759494,2006-05
9/30/2016,96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,22,1226300,0.002206603,0.003600949,0.025677484,0.101315229,0.022070354,2016-04,2016-Q2,1227300,-0.000814797,2016-04
9/30/2016,97771,94565,CA,San Francisco,Contra Costa,Pittsburg,23,356600,0.011631206,0.032426173,0.105051131,0.162312009,-0.026527561,2006-07,2006-Q3,468100,-0.238196966,2004-08
9/30/2016,61617,10003,NY,New York,New York,New York,24,1186200,-0.017395626,-0.02602841,-0.110327758,0.08299674,0.038679567,2016-02,2016-Q1,1356700,-0.125672588,2015-04
9/30/2016,84615,60613,IL,Chicago,Cook,Chicago,25,201700,0,0.01817264,0.018686869,0.031890769,-0.015624058,2008-01,2008-Q1,241900,-0.166184374,2002-01
9/30/2016,90654,75052,TX,Dallas-Fort Worth,Dallas,Grand Prairie,26,178400,0.010764873,0.041447752,0.117094552,0.077730212,0.023298883,2016-09,2016-Q3,178400,0,2016-09
9/30/2016,66133,20009,DC,Washington,District of Columbia,Washington,27,529400,0.001513432,0.011077158,0.021613277,0.045649429,0.017199118,2016-09,2016-Q3,529400,0,2016-09
9/30/2016,66126,20002,DC,Washington,District of Columbia,Washington,28,566500,0.003898635,0.015414949,0.054934823,0.096072089,0.041979074,2016-09,2016-Q3,566500,0,2016-09
9/30/2016,66843,21234,MD,Baltimore,Baltimore,Parkville,29,200200,0.003006012,0.009581442,0.025614754,0.013735122,-0.010771887,2007-07,2007-Q3,225900,-0.113767154,2005-11
9/30/2016,86026,63376,MO,St. Louis,Saint Charles,Saint Peters,30,180700,0.003888889,0.011758119,0.071767497,0.038914168,-0.002187074,2007-03,2007-Q1,186800,-0.032655246,2006-04
9/30/2016,91685,77036,TX,Houston,Harris,Houston,31,105900,0.030155642,0.061122244,0.001892148,0.071723684,0.01950221,2016-09,2016-Q3,105900,0,2016-09
9/30/2016,70829,30044,GA,Atlanta,Gwinnett,Lawrenceville,32,158700,0.010828025,0.024531956,0.104384134,0.101660085,-0.00340116,2006-12,2006-Q4,164700,-0.036429872,2005-08
9/30/2016,61803,10463,NY,New York,Bronx,New York,33,419400,0.004791567,0.02592955,0.10310363,0.012060013,-0.014467925,2008-11,2008-Q4,554600,-0.2437793,2005-11
9/30/2016,84630,60629,IL,Chicago,Cook,Chicago,34,152900,0.013925729,0.03942896,0.07751938,0.054080851,-0.041209329,2006-08,2006-Q3,233400,-0.344901457,2003-02
9/30/2016,84627,60625,IL,Chicago,Cook,Chicago,35,272700,0.002205072,0.010374213,0.07151277,0.037548526,-0.009330412,2007-10,2007-Q4,310300,-0.121173058,2004-11
9/30/2016,62040,11230,NY,New York,Kings,New York,36,707500,0.007834758,0.015793252,0.006830796,0.057604407,0.012200797,2015-12,2015-Q4,712900,-0.007574695,2015-10
9/30/2016,62020,11209,NY,New York,Kings,New York,37,576900,0.010863851,0.020159151,0.043596237,0.029643958,0.009049598,2004-08,2004-Q3,643500,-0.103496503,
9/30/2016,62012,11201,NY,New York,Kings,New York,38,960300,0.002296211,-0.011528564,0.046420399,0.087822769,,2016-06,2016-Q2,971500,-0.011528564,2016-05
9/30/2016,62023,11212,NY,New York,Kings,New York,39,349100,0.024655122,0.058199454,0.127583979,0.03786371,-0.004852201,2007-03,2007-Q1,374200,-0.06707643,2006-05
9/30/2016,74126,37042,TN,Clarksville,Montgomery,Clarksville,40,125600,0.003194888,0.012087027,0.033744856,0.012390237,0.022850571,2016-09,2016-Q3,125600,0,2016-09
9/30/2016,90823,75287,TX,Dallas-Fort Worth,Dallas,Dallas,41,306100,0.00757077,0.029253531,0.137072808,0.079613176,0.033956524,2016-09,2016-Q3,306100,0,2016-09
9/30/2016,91922,77429,TX,Houston,Harris,Cypress,42,223000,-0.00179051,-0.002237136,0.033843301,0.059794749,0.02371868,2016-04,2016-Q2,225500,-0.011086475,2016-03
9/30/2016,94748,85032,AZ,Phoenix,Maricopa,Phoenix,43,226200,0.007572383,0.023529412,0.107195301,0.138225156,-0.012761318,2006-04,2006-Q2,259500,-0.128323699,2005-08
9/30/2016,92271,78130,TX,San Antonio,Comal,New Braunfels,44,188500,0.006944444,0.023900054,0.089595376,0.051420035,0.027080544,2016-09,2016-Q3,188500,0,2016-09
9/30/2016,62025,11214,NY,New York,Kings,New York,45,587700,0.006852835,0.027088431,0.073228634,0.047364996,0.02004628,2016-09,2016-Q3,587700,0,2016-09
9/30/2016,92481,78521,TX,Brownsville,Cameron,Brownsville,46,65500,0,0.007692308,0.007692308,0.010392661,0.008473477,2014-03,2014-Q1,67800,-0.033923304,2014-01
9/30/2016,70828,30043,GA,Atlanta,Gwinnett,Lawrenceville,47,198800,0.007602636,0.021058038,0.078676072,0.069911929,0.001829133,2016-09,2016-Q3,198800,0,2016-09
9/30/2016,70874,30096,GA,Atlanta,Gwinnett,Duluth,48,190600,0.011140584,0.029157667,0.109429569,0.081873257,0.00374876,2016-09,2016-Q3,190600,0,2016-09
9/30/2016,67732,23464,VA,Virginia Beach,Virginia Beach City,Virginia Beach,49,247200,0.005695688,0.018541409,0.023178808,0.01567897,-0.007377668,2007-03,2007-Q1,266200,-0.071374906,2005-10
9/30/2016,97711,94501,CA,San Francisco,Alameda,Alameda,50,868400,0.010825282,0.031109,0.06031746,0.115000575,0.02626146,2016-09,2016-Q3,868400,0,2016-09
9/30/2016,60545,7030,NJ,New York,Hudson,Hoboken,51,713200,0.004507042,0.013212104,0.093529592,0.088469082,0.034286423,2016-09,2016-Q3,713200,0,2016-09
9/30/2016,84621,60619,IL,Chicago,Cook,Chicago,52,131700,0.0154202,0.043581616,0.046899841,0.024478819,-0.024339805,2007-09,2007-Q3,176700,-0.25466893,2004-06
9/30/2016,97565,94110,CA,San Francisco,San Francisco,San Francisco,53,1190800,-0.000167926,-0.00309753,-0.012603648,0.113514433,0.040734801,2016-02,2016-Q1,1228000,-0.03029316,2015-06
9/30/2016,69823,28277,NC,Charlotte,Mecklenburg,Charlotte,54,315400,0.007024266,0.023029517,0.069877883,0.059268625,0.018645099,2016-09,2016-Q3,315400,0,2016-09
9/30/2016,90795,75243,TX,Dallas-Fort Worth,Dallas,Dallas,55,170600,0.001761597,0.035822708,0.170096022,0.08976087,0.032252024,2016-09,2016-Q3,170600,0,2016-09
9/30/2016,96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,56,1005300,0.007314629,0.023518632,0.122487718,0.100569095,0.025554878,2016-09,2016-Q3,1005300,0,2016-09
9/30/2016,72463,33160,FL,Miami-Fort Lauderdale,Miami-Dade,Sunny Isles Beach,57,355700,0.000844119,0.01599543,0.05611639,0.121822015,-0.010924747,2006-08,2006-Q3,402300,-0.115833955,2005-10
9/30/2016,72442,33139,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Beach,58,386900,-0.002577984,-0.010738941,0.004674111,0.111462179,0.006757844,2016-03,2016-Q1,393300,-0.016272565,2015-10
9/30/2016,62088,11377,NY,New York,Queens,New York,59,418200,0.02374541,0.062770013,0.1152,0.067484908,0.02233928,2004-10,2004-Q4,432600,-0.033287101,2004-04
9/30/2016,96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,60,357300,0.011035654,0.031466513,0.09266055,0.108166617,-0.016458603,2007-04,2007-Q2,431000,-0.17099768,2005-10
9/30/2016,72578,33411,FL,Miami-Fort Lauderdale,Palm Beach,Royal Palm Beach,61,258800,0.007003891,0.027799841,0.078333333,0.121147651,-0.019522106,2006-03,2006-Q1,327700,-0.21025328,2005-03
9/30/2016,62044,11234,NY,New York,Kings,New York,62,506200,0.007162754,0.01524268,0.076792172,0.026244877,0.000356288,2006-07,2006-Q3,508300,-0.004131418,2006-06
9/30/2016,96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,63,422100,0.003089354,0.011017964,0.064564943,0.082783989,-0.01316205,2006-11,2006-Q4,482700,-0.125543816,2005-08
9/30/2016,96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,64,395200,0.004830918,0.013333333,0.083036448,0.097761718,-0.014832928,2006-09,2006-Q3,458900,-0.138810198,2005-07
9/30/2016,62018,11207,NY,New York,Kings,New York,65,354000,0.004825433,0.018705036,0.023121387,0.029369398,-0.003355319,2007-12,2007-Q4,372400,-0.049409237,2006-05
9/30/2016,90665,75067,TX,Dallas-Fort Worth,Denton,Lewisville,66,207900,0.01118677,0.043151029,0.128664495,0.077563745,0.037263087,2016-09,2016-Q3,207900,0,2016-09
9/30/2016,84619,60617,IL,Chicago,Cook,Chicago,67,115600,0.014925373,0.067405355,0.111538462,0.004915967,-0.032041695,2007-03,2007-Q1,163900,-0.294691885,2003-06
9/30/2016,76953,44035,OH,Cleveland,Lorain,Elyria,68,89600,0.003359462,0.017026107,0.06035503,0.008704932,-0.02422373,2006-09,2006-Q3,114500,-0.217467249,1999-07
9/30/2016,67730,23462,VA,Virginia Beach,Virginia Beach City,Virginia Beach,69,193100,0.004682622,0.014180672,0.007303078,0.012244602,-0.00601081,2007-09,2007-Q3,213900,-0.097241702,2005-11
9/30/2016,65810,19143,PA,Philadelphia,Philadelphia,Philadelphia,70,66100,0.010703364,0.023219814,-0.01490313,-0.000302298,0.001065216,2010-06,2010-Q2,75900,-0.12911726,2007-04
9/30/2016,79054,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,71,184000,0.00877193,0.030235162,0.056863871,0.083707188,-0.004298765,2005-07,2005-Q3,201300,-0.085941381,2002-06
9/30/2016,92617,78704,TX,Austin,Travis,Austin,72,498600,0.004027386,0.021302745,0.076192532,0.107314761,0.067813936,2016-09,2016-Q3,498600,0,2016-09
9/30/2016,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,73,590800,0.005959476,0.025516403,0.048633298,0.078869301,-0.007438592,2006-06,2006-Q2,641800,-0.079464007,2005-10
9/30/2016,61148,8701,NJ,New York,Ocean,Lakewood Township,74,304000,0.006622517,0.014686248,0.082621083,0.049025818,-0.004021446,2006-03,2006-Q1,319100,-0.047320589,2005-06
9/30/2016,95048,85710,AZ,Tucson,Pima,Tucson,75,151200,0.005988024,0.013404826,0.040605643,0.041302633,-0.028886919,2006-05,2006-Q2,204700,-0.261358085,2004-11
9/30/2016,87074,66062,KS,Kansas City,Johnson,Olathe,76,220800,0.006839945,0.019861432,0.062049062,0.034230845,0.015083329,2016-09,2016-Q3,220800,0,2016-09
9/30/2016,92654,78745,TX,Austin,Travis,Austin,77,254500,0.002758077,0.008719778,0.083901193,0.09961682,0.059562017,2016-09,2016-Q3,254500,0,2016-09
9/30/2016,98325,95630,CA,Sacramento,Sacramento,Folsom,78,480600,0.003340292,0.011150852,0.062099448,0.082854356,-0.002927746,2006-01,2006-Q1,528700,-0.09097787,2005-03
9/30/2016,96545,91910,CA,San Diego,San Diego,Chula Vista,79,473500,0.001057082,0.015005359,0.086507572,0.100004674,-0.012192603,2006-05,2006-Q2,546600,-0.133735821,2004-08
9/30/2016,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,80,783400,0.005519189,0.014110032,0.115477716,0.118905795,0.019930328,2016-09,2016-Q3,783400,0,2016-09
9/30/2016,95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,81,230200,0.000869565,0.000434594,0.01142355,0.010394637,-0.007260122,2007-09,2007-Q3,262100,-0.121709271,2006-05
9/30/2016,97764,94558,CA,Napa,Napa,Napa,82,575800,0.002437326,0.01821397,0.093429548,0.107105273,-0.005328471,2006-02,2006-Q1,621200,-0.073084353,2005-03
9/30/2016,62026,11215,NY,New York,Kings,New York,83,1053500,0.010648503,0.021922592,0.133527007,0.098272964,0.062735675,2016-09,2016-Q3,1053500,0,2016-09
9/30/2016,99534,98052,WA,Seattle,King,Redmond,84,660600,0.010091743,0.032671565,0.148669797,0.107264801,0.028864584,2016-09,2016-Q3,660600,0,2016-09
9/30/2016,70810,30024,GA,Atlanta,Gwinnett,Suwanee,85,309600,0.007156799,0.022119511,0.081383165,0.067918664,0.008774654,2016-09,2016-Q3,309600,0,2016-09
9/30/2016,71864,32210,FL,Jacksonville,Duval,Jacksonville,86,108600,0.015902713,0.048262548,0.14556962,0.069256161,-0.025978,2007-05,2007-Q2,145400,-0.253094911,2005-02
9/30/2016,60081,6010,CT,Hartford,Hartford,Bristol,87,173400,0.004053272,0.01048951,-0.008009153,-0.00443855,-0.021637574,2007-04,2007-Q2,219100,-0.208580557,2004-05
9/30/2016,62032,11221,NY,New York,Kings,New York,88,942100,0.006624639,0.019257817,0.132740171,0.195430811,,2016-09,2016-Q3,942100,0,2016-09
9/30/2016,72363,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,89,195300,0.011917098,0.025735294,0.100901917,0.141654136,-0.029691509,2006-09,2006-Q3,264000,-0.260227273,2005-05
9/30/2016,84612,60610,IL,Chicago,Cook,Chicago,90,254100,0.00315831,0.021712907,0.013562026,0.029801709,-0.005866773,2008-03,2008-Q1,283100,-0.102437301,2005-04
9/30/2016,71005,30281,GA,Atlanta,Henry,Stockbridge,91,138000,0.005830904,0.018450185,0.063993832,0.070200412,-0.012627541,2006-12,2006-Q4,157900,-0.126029132,2002-09
9/30/2016,95804,89108,NV,Las Vegas,Clark,Las Vegas,92,155400,0.01369863,0.036,0.080667594,0.16894534,-0.045974323,2006-06,2006-Q2,249100,-0.376154155,2004-04
9/30/2016,92336,78240,TX,San Antonio,Bexar,San Antonio,93,160000,0.006922593,0.02960103,0.082543978,0.046294305,0.018577768,2016-09,2016-Q3,160000,0,2016-09
9/30/2016,94820,85225,AZ,Phoenix,Maricopa,Chandler,94,223700,0.006750675,0.01867031,0.081198647,0.12380324,-0.011014389,2006-03,2006-Q1,257600,-0.131599379,2005-08
9/30/2016,91926,77433,TX,Houston,Harris,Cypress,95,218500,-0.006818182,-0.01398917,-0.031042129,0.056116526,0.025960837,2016-03,2016-Q1,229600,-0.048344948,2015-02
9/30/2016,58669,2169,MA,Boston,Norfolk,Quincy,96,362500,0.011722021,0.034827291,0.04406682,0.051059182,0.008282357,2016-09,2016-Q3,362500,0,2016-09
9/30/2016,72347,33009,FL,Miami-Fort Lauderdale,Broward,Hallandale,97,195300,0.00462963,0.015072765,0.091061453,0.103416778,-0.027946938,2006-01,2006-Q1,273000,-0.284615385,2004-12
9/30/2016,64180,15601,PA,Pittsburgh,Westmoreland,Greensburg,98,139900,0.004307251,0.013768116,0.025659824,0.019376067,0.011406004,2016-09,2016-Q3,139900,0,2016-09
9/30/2016,97431,93722,CA,Fresno,Fresno,Fresno,99,212400,0.006158219,0.021153846,0.066800603,0.091499174,-0.033002868,2006-04,2006-Q2,307600,-0.309492848,2004-06
9/30/2016,79040,48180,MI,Detroit,Wayne,Taylor,100,83100,0.012180268,0.03358209,0.100662252,0.089231889,-0.036238317,2005-08,2005-Q3,123200,-0.325487013,1999-02
9/30/2016,65133,17603,PA,Lancaster,Lancaster,Lancaster,101,142100,0.002115656,0.009232955,0.029710145,0.013019886,0.002932025,2010-02,2010-Q1,144100,-0.013879251,2010-01
9/30/2016,98304,95608,CA,Sacramento,Sacramento,Carmichael,102,356500,0.006209427,0.013359864,0.042397661,0.083349724,-0.015245552,2005-12,2005-Q4,445100,-0.199056392,2004-07
9/30/2016,94890,85308,AZ,Phoenix,Maricopa,Glendale,103,258800,0.005829771,0.018496655,0.071635611,0.106684001,-0.016741859,2006-01,2006-Q1,317300,-0.184368106,2005-06
9/30/2016,97740,94533,CA,Vallejo,Solano,Fairfield,104,310500,0.012059974,0.03776738,0.123371925,0.139384526,-0.028662921,2006-04,2006-Q2,426200,-0.271468794,2004-06
9/30/2016,63776,14850,NY,Ithaca,Tompkins,Ithaca,105,244800,0,0.009068425,0.057451404,0.043770203,0.032785823,2016-09,2016-Q3,244800,0,2016-09
9/30/2016,95309,87114,NM,Albuquerque,Bernalillo,Albuquerque,106,189400,0.004241782,0.018827327,0.03667214,0.011472144,-0.012229502,2007-08,2007-Q3,226100,-0.162317559,2006-01
9/30/2016,72362,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,107,222400,0.013673655,0.038281979,0.102627665,0.123576475,-0.021785366,2006-06,2006-Q2,280000,-0.205714286,2005-04
9/30/2016,93203,80013,CO,Denver,Arapahoe,Aurora,108,285400,0.005283551,0.02074392,0.11702544,0.119094305,0.036716688,2016-09,2016-Q3,285400,0,2016-09
9/30/2016,66705,20906,MD,Washington,Montgomery,Silver Spring,109,319800,0.004396985,0.015560495,0.042372881,0.046985296,-0.019624335,2007-03,2007-Q1,393900,-0.188118812,2004-12
9/30/2016,74156,37075,TN,Nashville,Sumner,Hendersonville,110,247300,0.008153282,0.026993355,0.084173608,0.053908048,0.025687149,2016-09,2016-Q3,247300,0,2016-09
9/30/2016,62022,11211,NY,New York,Kings,New York,111,971500,0.008198423,-0.003180792,0.037705618,0.118565114,0.089753844,2016-05,2016-Q2,983100,-0.01179941,2016-04
9/30/2016,96047,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,112,1181100,0.003398182,0.005619413,0.087869577,0.122316465,0.037100416,2016-09,2016-Q3,1181100,0,2016-09
9/30/2016,62085,11373,NY,New York,Queens,New York,113,341500,0.018794749,0.033908568,0.016369048,0.034664728,,2015-07,2015-Q3,342900,-0.004082823,2015-06
9/30/2016,62093,11385,NY,New York,Queens,New York,114,569200,0.006009191,0.011551448,0.118930607,0.065692556,0.010469523,2016-09,2016-Q3,569200,0,2016-09
9/30/2016,94870,85281,AZ,Phoenix,Maricopa,Tempe,115,213900,0.002343018,0.007536505,0.054733728,0.121990117,-0.011611617,2006-11,2006-Q4,240500,-0.110602911,2005-10
9/30/2016,76971,44060,OH,Cleveland,Lake,Mentor,116,159500,0,0.009493671,0.044531762,0.026570062,-0.007401184,2006-06,2006-Q2,173200,-0.079099307,2003-07
9/30/2016,76511,43081,OH,Columbus,Franklin,Westerville,117,188200,0.011827957,0.030668127,0.085351788,0.041196397,0.009335503,2016-09,2016-Q3,188200,0,2016-09
9/30/2016,69672,28027,NC,Charlotte,Cabarrus,Concord,118,194100,0.004138645,0.014106583,0.07893274,0.044004183,0.017803168,2016-09,2016-Q3,194100,0,2016-09
9/30/2016,94940,85364,AZ,Yuma,Yuma,Yuma,119,123000,0.024146545,0.073298429,0.046808511,0.051035296,-0.034258771,2006-09,2006-Q3,174300,-0.294320138,2005-04
9/30/2016,61169,8753,NJ,New York,Ocean,Toms River,120,259900,0.004250386,0.010104936,0.040432346,0.010397411,-0.022255169,2006-05,2006-Q2,327000,-0.205198777,2004-06
9/30/2016,96987,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,121,773300,0.002983139,0.005460928,0.01991559,0.068089855,-0.007706479,2006-03,2006-Q1,853900,-0.094390444,2005-05
9/30/2016,96467,91709,CA,Riverside,San Bernardino,Chino Hills,122,609700,0.008435329,0.022814964,0.049939728,0.070595512,-0.001448133,2006-04,2006-Q2,641200,-0.049126638,2005-12
9/30/2016,87019,65807,MO,Springfield,Greene,Springfield,123,116200,0.003454231,0.015734266,0.059252507,0.015875226,0.001737663,2007-05,2007-Q2,118400,-0.018581081,2006-12
9/30/2016,84622,60620,IL,Chicago,Cook,Chicago,124,131100,0.012355212,0.027429467,0.101680672,0.026373602,-0.01892417,2007-12,2007-Q4,167300,-0.216377764,2004-09
9/30/2016,90637,75034,TX,Dallas-Fort Worth,Collin,Frisco,125,412500,0.004138267,0.019273536,0.06561612,0.078422424,0.034551228,2016-09,2016-Q3,412500,0,2016-09
9/30/2016,61642,10028,NY,New York,New York,New York,126,1319800,0.005255541,-0.003172205,-0.081047208,0.059641668,,2015-09,2015-Q3,1436200,-0.081047208,2015-05
9/30/2016,84635,60634,IL,Chicago,Cook,Chicago,127,249500,0.006454215,0.019199346,0.047879042,0.048811419,-0.030131811,2007-02,2007-Q1,344800,-0.276392111,2003-04
9/30/2016,98432,95823,CA,Sacramento,Sacramento,Sacramento,128,239000,0.010998308,0.039582427,0.157945736,0.156546726,-0.02845992,2005-12,2005-Q4,324100,-0.26257328,2004-07
9/30/2016,97023,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,129,524300,0.006527165,0.021828104,0.078141065,0.093983531,-0.013511055,2006-09,2006-Q3,600700,-0.127184951,2005-06
9/30/2016,69340,27410,NC,,Guilford,Greensboro,130,195100,0.003084833,0.009834369,0.018267223,0.019893918,0.005547423,2016-09,2016-Q3,195100,0,2016-09
9/30/2016,60499,6902,CT,Stamford,Fairfield,Stamford,131,360300,0.00111142,-0.012876712,-0.033270727,0.017971014,-0.023558327,2006-12,2006-Q4,464000,-0.223491379,2004-02
9/30/2016,76534,43123,OH,Columbus,Franklin,Grove City,132,156200,0.011658031,0.028985507,0.085476025,0.040950397,0.005611088,2016-09,2016-Q3,156200,0,2016-09
9/30/2016,66135,20011,DC,Washington,District of Columbia,Washington,133,526100,0.0003803,0.014462013,0.058338363,0.110651573,0.031824658,2016-09,2016-Q3,526100,0,2016-09
9/30/2016,84285,60016,IL,Chicago,Cook,Des Plaines,134,198000,0.003039514,0.024314537,0.028037383,0.042240302,-0.03153912,2006-05,2006-Q2,274000,-0.277372263,2002-02
9/30/2016,96651,92109,CA,San Diego,San Diego,San Diego,135,817400,0.001961265,0.030639264,0.055799535,0.073895883,0.01556763,2016-09,2016-Q3,817400,0,2016-09
9/30/2016,77400,45011,OH,Cincinnati,Butler,Hamilton,136,173300,0.00405562,0.011085181,0.050939964,0.030400232,0.002337919,2016-09,2016-Q3,173300,0,2016-09
9/30/2016,84629,60628,IL,Chicago,Cook,Chicago,137,100100,0.026666667,0.058139535,0.122197309,-0.003166499,-0.032436484,2007-11,2007-Q4,144600,-0.307745505,2002-12
9/30/2016,96000,90019,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,138,910500,0.002863752,0.013468388,0.072943672,0.116368533,0.012731494,2016-09,2016-Q3,910500,0,2016-09
9/30/2016,96546,91911,CA,San Diego,San Diego,Chula Vista,139,423100,0.004034172,0.012443168,0.03955774,0.104331432,-0.014250111,2006-04,2006-Q2,502200,-0.157506969,2004-08
9/30/2016,77094,44256,OH,Cleveland,Medina,Medina,140,198300,0.004050633,0.007621951,0.042038886,0.029225372,0.003286051,2016-09,2016-Q3,198300,0,2016-09
9/30/2016,91198,76028,TX,Dallas-Fort Worth,Johnson,Burleson,141,179300,0.006737788,0.026330853,0.091296409,0.066253816,0.026824413,2016-09,2016-Q3,179300,0,2016-09
9/30/2016,72901,33908,FL,Fort Myers,Lee,Fort Myers,142,232700,0.005617978,0.014385353,0.064501372,0.078873843,-0.030960607,2006-05,2006-Q2,325600,-0.28531941,2005-01
9/30/2016,95817,89121,NV,Las Vegas,Clark,Las Vegas,143,157300,0.01092545,0.036231884,0.08707671,0.148552359,-0.049630478,2006-09,2006-Q3,261700,-0.398930073,2004-03
9/30/2016,90780,75228,TX,Dallas-Fort Worth,Dallas,Dallas,144,143500,0.019176136,0.054371785,0.169519152,0.11067972,0.031534164,2016-09,2016-Q3,143500,0,2016-09
9/30/2016,58660,2148,MA,Boston,Middlesex,Malden,145,369100,0.004627109,0.017364939,0.066763006,0.07013276,0.012680972,2016-09,2016-Q3,369100,0,2016-09
9/30/2016,72737,33647,FL,Tampa,Hillsborough,Tampa,146,256900,0.00312378,0.009827044,0.064649814,0.066834233,-0.018137002,2006-05,2006-Q2,316200,-0.187539532,2005-07
